LOG - Thu, 14 Mar 2019 12:28:39

PRIVAT:	Default name & id setup (ID=0, DEFAULT-NAME=Player #1)
PUBLIC:	Server leave notification (ID=29)
PUBLIC:	Player delete (ID=29)
JOIN:	('::1', 53594, 0, 0) (NAME=Player #2, ID=32)
PRIVAT:	Default name & id setup (ID=32, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=31, NAME=Player #1, X=703, Y=232, ROT=155)
PUBLIC:	Player data (ID=32, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=32)
PUBLIC:	Server leave notification (ID=32)
PUBLIC:	Player delete (ID=32)
JOIN:	('::1', 53712, 0, 0) (NAME=Player #2, ID=33)
PRIVAT:	Default name & id setup (ID=33, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=31, NAME=Player #1, X=676, Y=197, ROT=91)
PUBLIC:	Player data (ID=33, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=33)
PUBLIC:	Server leave notification (ID=33)
PUBLIC:	Player delete (ID=33)
JOIN:	('::1', 53726, 0, 0) (NAME=Player #2, ID=34)
PRIVAT:	Default name & id setup (ID=34, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=31, NAME=Player #1, X=676, Y=197, ROT=91)
PUBLIC:	Player data (ID=34, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=34)
PUBLIC:	Server leave notification (ID=34)
PUBLIC:	Player delete (ID=34)
JOIN:	('::1', 53753, 0, 0) (NAME=Player #2, ID=35)
PRIVAT:	Default name & id setup (ID=35, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=31, NAME=Player #1, X=676, Y=197, ROT=91)
PUBLIC:	Player data (ID=35, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=35)
PUBLIC:	Server leave notification (ID=35)
PUBLIC:	Player delete (ID=35)
JOIN:	('::1', 53773, 0, 0) (NAME=Player #2, ID=36)
PRIVAT:	Default name & id setup (ID=36, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=31, NAME=Player #1, X=676, Y=197, ROT=91)
PUBLIC:	Player data (ID=36, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=36)
PUBLIC:	Server leave notification (ID=31)
PUBLIC:	Player delete (ID=31)
JOIN:	('::1', 53793, 0, 0) (NAME=Player #1, ID=37)
PRIVAT:	Default name & id setup (ID=37, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=36, NAME=Player #2, X=819, Y=283, ROT=247)
PUBLIC:	Player data (ID=37, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=37)
PUBLIC:	Server leave notification (ID=37)
PUBLIC:	Player delete (ID=37)
JOIN:	('::1', 53864, 0, 0) (NAME=Player #1, ID=38)
PRIVAT:	Default name & id setup (ID=38, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=36, NAME=Player #2, X=838, Y=287, ROT=55)
PUBLIC:	Player data (ID=38, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=38)
PUBLIC:	Server leave notification (ID=38)
PUBLIC:	Player delete (ID=38)
JOIN:	('::1', 53885, 0, 0) (NAME=Player #1, ID=39)
PRIVAT:	Default name & id setup (ID=39, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=36, NAME=Player #2, X=838, Y=287, ROT=55)
PUBLIC:	Player data (ID=39, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=39)
PUBLIC:	Server leave notification (ID=39)
PUBLIC:	Player delete (ID=39)
JOIN:	('::1', 53907, 0, 0) (NAME=Player #1, ID=40)
PRIVAT:	Default name & id setup (ID=40, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=36, NAME=Player #2, X=838, Y=287, ROT=55)
PUBLIC:	Player data (ID=40, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=40)
PUBLIC:	Server leave notification (ID=36)
PUBLIC:	Player delete (ID=36)
PUBLIC:	Server leave notification (ID=40)
PUBLIC:	Player delete (ID=40)
JOIN:	('::1', 53929, 0, 0) (NAME=Player #1, ID=41)
PRIVAT:	Default name & id setup (ID=41, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=41, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=41)
JOIN:	('::1', 53933, 0, 0) (NAME=Player #2, ID=42)
PRIVAT:	Default name & id setup (ID=42, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=41, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=42, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=42)
PUBLIC:	Server leave notification (ID=42)
PUBLIC:	Player delete (ID=42)
JOIN:	('::1', 53958, 0, 0) (NAME=Player #2, ID=43)
PRIVAT:	Default name & id setup (ID=43, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=41, NAME=Player #1, X=501, Y=300, ROT=187)
PUBLIC:	Player data (ID=43, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=43)
PUBLIC:	Server leave notification (ID=43)
PUBLIC:	Player delete (ID=43)
JOIN:	('::1', 53983, 0, 0) (NAME=Player #2, ID=44)
PRIVAT:	Default name & id setup (ID=44, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=41, NAME=Player #1, X=501, Y=300, ROT=187)
PUBLIC:	Player data (ID=44, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=44)
PUBLIC:	Server leave notification (ID=41)
PUBLIC:	Player delete (ID=41)
JOIN:	('::1', 54000, 0, 0) (NAME=Player #1, ID=45)
PRIVAT:	Default name & id setup (ID=45, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=44, NAME=Player #2, X=477, Y=255, ROT=82)
PUBLIC:	Player data (ID=45, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=45)
PUBLIC:	Server leave notification (ID=45)
PUBLIC:	Player delete (ID=45)
JOIN:	('::1', 54062, 0, 0) (NAME=Player #1, ID=46)
PRIVAT:	Default name & id setup (ID=46, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=44, NAME=Player #2, X=477, Y=255, ROT=82)
PUBLIC:	Player data (ID=46, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=46)
PUBLIC:	Server leave notification (ID=46)
PUBLIC:	Player delete (ID=46)
JOIN:	('::1', 54086, 0, 0) (NAME=Player #1, ID=47)
PRIVAT:	Default name & id setup (ID=47, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=44, NAME=Player #2, X=477, Y=255, ROT=82)
PUBLIC:	Player data (ID=47, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=47)
PUBLIC:	Server leave notification (ID=44)
PUBLIC:	Player delete (ID=44)
JOIN:	('::1', 54099, 0, 0) (NAME=Player #2, ID=48)
PRIVAT:	Default name & id setup (ID=48, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=47, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=48, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=48)
PUBLIC:	Server leave notification (ID=48)
PUBLIC:	Player delete (ID=48)
JOIN:	('::1', 54141, 0, 0) (NAME=Player #2, ID=49)
PRIVAT:	Default name & id setup (ID=49, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=47, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=49, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=49)
PUBLIC:	Server leave notification (ID=49)
PUBLIC:	Player delete (ID=49)
JOIN:	('::1', 54187, 0, 0) (NAME=Player #2, ID=50)
PRIVAT:	Default name & id setup (ID=50, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=47, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=50, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=50)
PUBLIC:	Server leave notification (ID=50)
PUBLIC:	Player delete (ID=50)
JOIN:	('::1', 54205, 0, 0) (NAME=Player #2, ID=51)
PRIVAT:	Default name & id setup (ID=51, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=47, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=51, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=51)
PUBLIC:	Server leave notification (ID=51)
PUBLIC:	Player delete (ID=51)
JOIN:	('::1', 54235, 0, 0) (NAME=Player #2, ID=52)
PRIVAT:	Default name & id setup (ID=52, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=47, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=52, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=52)
PUBLIC:	Server leave notification (ID=52)
PUBLIC:	Player delete (ID=52)
JOIN:	('::1', 54271, 0, 0) (NAME=Player #2, ID=53)
PRIVAT:	Default name & id setup (ID=53, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=47, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=53, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=53)
PUBLIC:	Server leave notification (ID=47)
PUBLIC:	Player delete (ID=47)
JOIN:	('::1', 54283, 0, 0) (NAME=Player #1, ID=54)
PRIVAT:	Default name & id setup (ID=54, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=53, NAME=Player #2, X=682, Y=445, ROT=200)
PUBLIC:	Player data (ID=54, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=54)
PUBLIC:	Server leave notification (ID=54)
PUBLIC:	Player delete (ID=54)
JOIN:	('::1', 54309, 0, 0) (NAME=Player #1, ID=55)
PRIVAT:	Default name & id setup (ID=55, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=53, NAME=Player #2, X=682, Y=445, ROT=200)
PUBLIC:	Player data (ID=55, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=55)
PUBLIC:	Server leave notification (ID=55)
PUBLIC:	Player delete (ID=55)
JOIN:	('::1', 54339, 0, 0) (NAME=Player #1, ID=56)
PRIVAT:	Default name & id setup (ID=56, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=53, NAME=Player #2, X=682, Y=445, ROT=200)
PUBLIC:	Player data (ID=56, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=56)
PUBLIC:	Server leave notification (ID=56)
PUBLIC:	Player delete (ID=56)
JOIN:	('::1', 54351, 0, 0) (NAME=Player #1, ID=57)
PRIVAT:	Default name & id setup (ID=57, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=53, NAME=Player #2, X=682, Y=445, ROT=200)
PUBLIC:	Player data (ID=57, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=57)
PUBLIC:	Server leave notification (ID=53)
PUBLIC:	Player delete (ID=53)
JOIN:	('::1', 54362, 0, 0) (NAME=Player #2, ID=58)
PRIVAT:	Default name & id setup (ID=58, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=57, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=58, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=58)
PUBLIC:	Server leave notification (ID=58)
PUBLIC:	Player delete (ID=58)
JOIN:	('::1', 54419, 0, 0) (NAME=Player #2, ID=59)
PRIVAT:	Default name & id setup (ID=59, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=57, NAME=Player #1, X=313, Y=273, ROT=121)
PUBLIC:	Player data (ID=59, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=59)
PUBLIC:	Server leave notification (ID=59)
PUBLIC:	Player delete (ID=59)
JOIN:	('::1', 54434, 0, 0) (NAME=Player #2, ID=60)
PRIVAT:	Default name & id setup (ID=60, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=57, NAME=Player #1, X=313, Y=273, ROT=121)
PUBLIC:	Player data (ID=60, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=60)
PUBLIC:	Server leave notification (ID=57)
PUBLIC:	Player delete (ID=57)
JOIN:	('::1', 54451, 0, 0) (NAME=Player #1, ID=61)
PRIVAT:	Default name & id setup (ID=61, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=60, NAME=Player #2, X=623, Y=359, ROT=220)
PUBLIC:	Player data (ID=61, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=61)

LOG - Thu, 14 Mar 2019 13:58:52

JOIN:	('::1', 54499, 0, 0) (NAME=Player #1, ID=0)
PRIVAT:	Default name & id setup (ID=0, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=0, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=0)
JOIN:	('::1', 54502, 0, 0) (NAME=Player #2, ID=1)
PRIVAT:	Default name & id setup (ID=1, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=0, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=1, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=1)
PUBLIC:	Server leave notification (ID=0)
PUBLIC:	Player delete (ID=0)
JOIN:	('::1', 54515, 0, 0) (NAME=Player #1, ID=2)
PRIVAT:	Default name & id setup (ID=2, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=1, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=2, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=2)
PUBLIC:	Server leave notification (ID=1)
PUBLIC:	Player delete (ID=1)
JOIN:	('::1', 54531, 0, 0) (NAME=Player #2, ID=3)
PRIVAT:	Default name & id setup (ID=3, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=2, NAME=Player #1, X=227, Y=256, ROT=44)
PUBLIC:	Player data (ID=3, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=3)
PUBLIC:	Server leave notification (ID=2)
PUBLIC:	Player delete (ID=2)
JOIN:	('::1', 54594, 0, 0) (NAME=Player #1, ID=4)
PRIVAT:	Default name & id setup (ID=4, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=3, NAME=Player #2, X=940, Y=425, ROT=155)
PUBLIC:	Player data (ID=4, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=4)
PUBLIC:	Server leave notification (ID=4)
PUBLIC:	Player delete (ID=4)
JOIN:	('::1', 54604, 0, 0) (NAME=Player #1, ID=5)
PRIVAT:	Default name & id setup (ID=5, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=3, NAME=Player #2, X=940, Y=425, ROT=155)
PUBLIC:	Player data (ID=5, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=5)
PUBLIC:	Server leave notification (ID=3)
PUBLIC:	Player delete (ID=3)
PUBLIC:	Server leave notification (ID=5)
PUBLIC:	Player delete (ID=5)
JOIN:	('::1', 54619, 0, 0) (NAME=Player #1, ID=6)
PRIVAT:	Default name & id setup (ID=6, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=6, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=6)
JOIN:	('::1', 54624, 0, 0) (NAME=Player #2, ID=7)
PRIVAT:	Default name & id setup (ID=7, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=6, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=7, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=7)
RECIVE:	Name change request (NEW-NAME=xX_Super_MC_7658_Xx)
PRIVAT:	Name change approved (NEW-NAME=xX_Super_MC_7658_Xx)
PUBLIC:	Player name change (ID=7, NEW-NAME=xX_Super_MC_7658_Xx)
PUBLIC:	Server leave notification (ID=7)
PUBLIC:	Player delete (ID=7)
JOIN:	('::1', 54795, 0, 0) (NAME=Player #2, ID=8)
PRIVAT:	Default name & id setup (ID=8, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=6, NAME=Player #1, X=554, Y=62, ROT=167)
PUBLIC:	Player data (ID=8, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=8)
PUBLIC:	Server leave notification (ID=6)
PUBLIC:	Player delete (ID=6)
JOIN:	('::1', 54819, 0, 0) (NAME=Player #1, ID=9)
PRIVAT:	Default name & id setup (ID=9, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=8, NAME=Player #2, X=621, Y=60, ROT=153)
PUBLIC:	Player data (ID=9, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=9)
JOIN:	('::1', 54839, 0, 0) (NAME=Player #3, ID=10)
PRIVAT:	Default name & id setup (ID=10, DEFAULT-NAME=Player #3)
PRIVAT:	Player data (ID=8, NAME=Player #2, X=545, Y=130, ROT=175)
PRIVAT:	Player data (ID=9, NAME=Player #1, X=415, Y=271, ROT=169)
PUBLIC:	Player data (ID=10, NAME=Player #3, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=10)
PUBLIC:	Server leave notification (ID=8)
PUBLIC:	Player delete (ID=8)
JOIN:	('::1', 54859, 0, 0) (NAME=Player #2, ID=11)
PRIVAT:	Default name & id setup (ID=11, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=9, NAME=Player #1, X=415, Y=271, ROT=169)
PRIVAT:	Player data (ID=10, NAME=Player #3, X=333, Y=72, ROT=354)
PUBLIC:	Player data (ID=11, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=11)
PUBLIC:	Server leave notification (ID=10)
PUBLIC:	Player delete (ID=10)
JOIN:	('::1', 54919, 0, 0) (NAME=Player #3, ID=12)
PRIVAT:	Default name & id setup (ID=12, DEFAULT-NAME=Player #3)
PRIVAT:	Player data (ID=9, NAME=Player #1, X=552, Y=340, ROT=157)
PRIVAT:	Player data (ID=11, NAME=Player #2, X=235, Y=301, ROT=294)
PUBLIC:	Player data (ID=12, NAME=Player #3, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=12)
PUBLIC:	Server leave notification (ID=9)
PUBLIC:	Player delete (ID=9)
JOIN:	('::1', 56490, 0, 0) (NAME=Player #1, ID=13)
PRIVAT:	Default name & id setup (ID=13, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=11, NAME=Player #2, X=235, Y=301, ROT=294)
PRIVAT:	Player data (ID=12, NAME=Player #3, X=414, Y=202, ROT=122)
PUBLIC:	Player data (ID=13, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=13)
PUBLIC:	Server leave notification (ID=11)
PUBLIC:	Player delete (ID=11)
JOIN:	('::1', 56509, 0, 0) (NAME=Player #2, ID=14)
PRIVAT:	Default name & id setup (ID=14, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=12, NAME=Player #3, X=414, Y=202, ROT=122)
PRIVAT:	Player data (ID=13, NAME=Player #1, X=707, Y=204, ROT=159)
PUBLIC:	Player data (ID=14, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=14)
PUBLIC:	Server leave notification (ID=14)
PUBLIC:	Player delete (ID=14)
JOIN:	('::1', 56588, 0, 0) (NAME=Player #2, ID=15)
PRIVAT:	Default name & id setup (ID=15, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=12, NAME=Player #3, X=414, Y=202, ROT=122)
PRIVAT:	Player data (ID=13, NAME=Player #1, X=707, Y=204, ROT=159)
PUBLIC:	Player data (ID=15, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=15)
PUBLIC:	Server leave notification (ID=15)
PUBLIC:	Player delete (ID=15)
JOIN:	('::1', 56634, 0, 0) (NAME=Player #2, ID=16)
PRIVAT:	Default name & id setup (ID=16, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=12, NAME=Player #3, X=414, Y=202, ROT=122)
PRIVAT:	Player data (ID=13, NAME=Player #1, X=707, Y=204, ROT=159)
PUBLIC:	Player data (ID=16, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=16)
JOIN:	('::1', 56712, 0, 0) (NAME=Player #4, ID=17)
PRIVAT:	Default name & id setup (ID=17, DEFAULT-NAME=Player #4)
PRIVAT:	Player data (ID=12, NAME=Player #3, X=613, Y=461, ROT=89)
PRIVAT:	Player data (ID=13, NAME=Player #1, X=678, Y=671, ROT=6)
PRIVAT:	Player data (ID=16, NAME=Player #2, X=365, Y=467, ROT=267)
PUBLIC:	Player data (ID=17, NAME=Player #4, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=17)
PUBLIC:	Server leave notification (ID=16)
PUBLIC:	Player delete (ID=16)
PUBLIC:	Server leave notification (ID=13)
PUBLIC:	Player delete (ID=13)
PUBLIC:	Server leave notification (ID=12)
PUBLIC:	Player delete (ID=12)
PUBLIC:	Server leave notification (ID=17)
PUBLIC:	Player delete (ID=17)
JOIN:	('::1', 57002, 0, 0) (NAME=Player #1, ID=18)
PRIVAT:	Default name & id setup (ID=18, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=18, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=18)
PUBLIC:	Server leave notification (ID=18)
PUBLIC:	Player delete (ID=18)
JOIN:	('::1', 57170, 0, 0) (NAME=Player #1, ID=19)
PRIVAT:	Default name & id setup (ID=19, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=19, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=19)
PUBLIC:	Server leave notification (ID=19)
PUBLIC:	Player delete (ID=19)
JOIN:	('::1', 57843, 0, 0) (NAME=Player #1, ID=20)
PRIVAT:	Default name & id setup (ID=20, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=20, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=20)
PUBLIC:	Server leave notification (ID=20)
PUBLIC:	Player delete (ID=20)
JOIN:	('::1', 58066, 0, 0) (NAME=Player #1, ID=21)
PRIVAT:	Default name & id setup (ID=21, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=21, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=21)
JOIN:	('::1', 58067, 0, 0) (NAME=Player #2, ID=22)
PRIVAT:	Default name & id setup (ID=22, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=21, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=22, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=22)
PUBLIC:	Server leave notification (ID=22)
PUBLIC:	Player delete (ID=22)
JOIN:	('::1', 58072, 0, 0) (NAME=Player #2, ID=23)
PRIVAT:	Default name & id setup (ID=23, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=21, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=23, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=23)
PUBLIC:	Server leave notification (ID=21)
PUBLIC:	Player delete (ID=21)
JOIN:	('::1', 58107, 0, 0) (NAME=Player #1, ID=24)
PRIVAT:	Default name & id setup (ID=24, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=23, NAME=Player #2, X=854, Y=477, ROT=103)
PUBLIC:	Player data (ID=24, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=24)
PUBLIC:	Server leave notification (ID=23)
PUBLIC:	Player delete (ID=23)
PUBLIC:	Server leave notification (ID=24)
PUBLIC:	Player delete (ID=24)
JOIN:	('::1', 58274, 0, 0) (NAME=Player #1, ID=25)
PRIVAT:	Default name & id setup (ID=25, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=25, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=25)
JOIN:	('::1', 58278, 0, 0) (NAME=Player #2, ID=26)
PRIVAT:	Default name & id setup (ID=26, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=25, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=26, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=26)
PUBLIC:	Server leave notification (ID=25)
PUBLIC:	Player delete (ID=25)
JOIN:	('::1', 58284, 0, 0) (NAME=Player #1, ID=27)
PRIVAT:	Default name & id setup (ID=27, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=26, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=27, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=27)
PUBLIC:	Server leave notification (ID=27)
PUBLIC:	Player delete (ID=27)
JOIN:	('::1', 58290, 0, 0) (NAME=Player #1, ID=28)
PRIVAT:	Default name & id setup (ID=28, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=26, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=28, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=28)
PUBLIC:	Server leave notification (ID=28)
PUBLIC:	Player delete (ID=28)
JOIN:	('::1', 58295, 0, 0) (NAME=Player #1, ID=29)
PRIVAT:	Default name & id setup (ID=29, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=26, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=29, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=29)
PUBLIC:	Server leave notification (ID=29)
PUBLIC:	Player delete (ID=29)
JOIN:	('::1', 58300, 0, 0) (NAME=Player #1, ID=30)
PRIVAT:	Default name & id setup (ID=30, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=26, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=30, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=30)
PUBLIC:	Server leave notification (ID=26)
PUBLIC:	Player delete (ID=26)
JOIN:	('::1', 58307, 0, 0) (NAME=Player #2, ID=31)
PRIVAT:	Default name & id setup (ID=31, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=30, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=31, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=31)
PUBLIC:	Server leave notification (ID=31)
PUBLIC:	Player delete (ID=31)
JOIN:	('::1', 58317, 0, 0) (NAME=Player #2, ID=32)
PRIVAT:	Default name & id setup (ID=32, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=30, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=32, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=32)
PUBLIC:	Server leave notification (ID=32)
PUBLIC:	Player delete (ID=32)
JOIN:	('::1', 58428, 0, 0) (NAME=Player #2, ID=33)
